"GENE"	"TCGA_bladder"	"TCGA_prostate"	"TCGA_thyroid"
"9425"	"LRRC37B2"	156.5114	519.51	488.4877
"9426"	"SNORD12"	0	0	0
"9427"	"MS4A14"	8.9606	9.1247	33.2894
"9428"	"STX4"	1037.037	600.9572	835.7846
"9429"	"PITPNA"	2854.8387	2540.7642	2377.9288
"9430"	"RNF149"	3400.2389	741.7863	1022.0103
"9431"	"CRCT1"	361.4098	0	0
"9432"	"STMN3"	562.724	706.4168	2453.7986
"9433"	"GPR141"	1.1947	8.4368	7.303
"9434"	"C14orf64"	5.9737	22.3899	79.927
"9435"	"AIMP2"	267.3656	249.5498	477.5008
"9436"	"CRTC3"	1060.9319	1467.0236	1465.463
"9437"	"ALG13"	678.0167	518.861	714.0684
"9438"	"FAM127B"	679.2115	706.7413	761.132
"9439"	"CAT"	4438.4707	3565.5066	4829.293
"9440"	"TRA2B"	2875.1493	2564.7765	3215.742
"9441"	"TM9SF4"	1888.2915	2241.259	1504.8179
"9442"	"CD6"	169.0562	112.5984	1068.6682
"9443"	"RSAD2"	53.1661	215.462	184.1972
"9444"	"RGMA"	103.9427	565.9122	91.6929
"9445"	"FLJ10661"	11.3501	22.3899	15.8231
"9446"	"STARD7"	1412.0251	3004.4228	3587.731
"9447"	"C6orf208"	2.3895	10.3156	6.386
"9448"	"NAT15"	1433.6918	1109.7591	1112.8918
"9449"	"ROGDI"	441.4576	631.7839	312.8106
"9450"	"C22orf30"	1084.2294	1201.2655	808.6013
"9451"	"JSRP1"	2.3895	3.5694	79.927
"9452"	"GOLGA8G"	0	0	0
"9453"	"CYP4V2"	555.5556	818.3662	1051.2222
"9454"	"CLEC3A"	4.1816	159.0006	0
"9455"	"ETV3"	821.9833	472.7833	125.3677
"9456"	"SLC12A3"	1.7921	12.3307	12.9831
"9457"	"MORF4"	1.7921	2.5959	4.8686
"9458"	"OR6C3"	0	0	0
"9459"	"CEACAM5"	2.3895	94.1024	0
"9460"	"ODAM"	5.9737	12.6551	57.6123
"9461"	"SNORD28"	0	0	0
"9462"	"SNORA1"	0	0	0
"9463"	"DKFZp686A1627"	0	0	0
"9464"	"MEP1A"	0.5974	0.9735	0.4057
"9465"	"GOLGA6L10"	186.3799	87.6126	154.9853
"9466"	"WDR24"	142.7718	355.6421	444.6698
"9467"	"ACOX2"	76.4636	242.0703	593.975
"9468"	"SNORA68"	0	0	0
"9469"	"ZSWIM5"	111.7085	307.2929	296.1761
"9470"	"HTT"	1482.0789	1969.9846	1827.3659
"9471"	"NT5C"	602.7479	363.7544	677.1478
"9472"	"RASA3"	423.5364	593.1695	1048.3822
"9473"	"TOR3A"	597.3716	619.1287	1138.0465
"9474"	"HOXB13"	133.8112	5073.7406	1.2172
"9475"	"MYL3"	11.3501	7.4633	0.4057
"9476"	"MRGPRX2"	4.779	0.9735	0
"9477"	"CT45A1"	0	0	0
"9478"	"MMP10"	414.5759	302.1011	2.4343
"9479"	"CDCA7L"	72.276	598.1764	929.1084
"9480"	"OR10A4"	0	0	0
"9481"	"E2F8"	24.4922	30.5021	46.2522
"9482"	"SCN3A"	10.1553	25.9593	108.7331
"9483"	"KIAA0141"	1291.5173	1269.4086	1245.5624
"9484"	"OR1L3"	0	0	0
"9485"	"CCDC102A"	69.2951	285.2275	329.0395
"9486"	"INHBC"	0	3.8939	7.7087
"9487"	"SFXN4"	458.7814	285.8765	451.5671
"9488"	"CNDP1"	0	0.3245	6.0858
"9489"	"MYO6"	3648.1481	2164.0302	1187.5444
"9490"	"SR140"	1903.2258	2316.2164	2110.5589
"9491"	"BMP3"	1007.1685	327.7359	3.2458
"9492"	"SRCRB4D"	8.9606	10.7861	168.0982
"9493"	"MRPS21"	784.9462	607.7716	1193.2245
"9494"	"PIM1"	13459.9761	1252.8596	1681.7121
"9495"	"EBAG9"	269.4146	495.1732	1048.7879
"9496"	"MARCH1"	13.7395	57.4349	108.3274
"9497"	"ZNF622"	806.4516	561.6938	585.4549
"9498"	"CDK9"	1777.1804	1024.7424	1187.1387
"9499"	"VAMP3"	3176.2246	2399.2861	1747.4389
"9500"	"DCAF4L2"	0	0	0
"9501"	"GLTSCR2"	11866.7861	8589.6001	10029.009
"9502"	"TAF4B"	97.3716	135.9617	231.6665
"9503"	"TANC1"	1068.6977	1307.0496	1213.5105
"9504"	"C15orf57"	274.8566	374.4171	676.4986
"9505"	"TIMM17B"	511.3501	491.6038	714.8798
"9506"	"DSEL"	195.3405	365.3768	98.5901
"9507"	"SLC9A9"	396.0573	425.0832	318.4907
"9508"	"FOXD4L6"	2.3895	0.9735	8.9259
"9509"	"PTPRM"	2105.1374	1621.8058	3140.2779
"9510"	"FMNL2"	709.6774	874.5031	1522.2639
"9511"	"DEPDC1B"	1.7921	13.3041	181.3571
"9512"	"ZPBP2"	1.1947	0	1.2172
"9513"	"NPC1L1"	4.1816	6.8143	0.8114
"9514"	"WNK1"	2865.5914	4820.3131	3148.7981
"9515"	"SLC12A6"	1273.0227	845.3379	1131.5184
"9516"	"LOC100133893"	1.7921	0.9735	3.2458
"9517"	"SLC2A2"	0	0	0
"9518"	"PSMG4"	114.098	153.4842	244.6496
"9519"	"MRPS27"	669.0562	1317.7578	1406.6335
"9520"	"HR"	709.08	500.0406	212.5976
"9521"	"NDUFB9"	1474.313	1218.4668	2121.5133
"9522"	"LAMB1"	10114.6953	2876.6123	3599.5537
"9523"	"TMEM138"	386.4994	355.3176	400.0406
"9524"	"FGL2"	1614.6953	1108.1366	1431.3825
"9525"	"DEGS1"	807.6464	2307.7797	1755.5533
"9526"	"C17orf101"	331.4934	460.748	582.9597
"9527"	"FXYD5"	1728.1959	860.8745	2041.5864
"9528"	"OR5H2"	0	0	0
"9529"	"ASAH1"	5489.2473	5579.622	12348.9198
"9530"	"SNORA14A"	0	0	0
"9531"	"PRDM13"	0	0	0
"9532"	"GALR1"	1.7921	32.7736	0.4057
"9533"	"GPR119"	0	0	0
"9534"	"B3GAT2"	7.4492	7.3757	10.0619
"9535"	"HIP1R"	2366.7861	1011.7628	1157.521
"9536"	"DFFB"	37.6344	117.4657	168.7798
"9537"	"DEFB106A"	0	0	0
"9538"	"RASSF8"	872.1625	880.0195	485.6476
"9539"	"HMX2"	0	2.9204	0.4057
"9540"	"BTNL8"	0	0.649	6.0858
"9541"	"ZBTB12"	50.1792	143.1005	87.9765
"9542"	"TG"	49.5818	272.5724	772742.769
"9543"	"ALLC"	0.5974	0.3245	0
"9544"	"RNF168"	287.3357	326.1134	147.2766
"9545"	"SLC16A10"	16.7264	21.7409	42.1949
"9546"	"ADCY7"	179.8088	504.2589	999.6957
"9547"	"ST8SIA1"	81.2425	347.8543	420.3266
"9548"	"CASP8"	870.9677	430.275	776.5493
"9549"	"IGSF10"	260.454	15.2511	140.7851
"9550"	"NR2E3"	4.779	7.7878	4.8686
"9551"	"C6orf27"	82.4373	84.0432	65.321
"9552"	"TNIP1"	2629.0323	2806.5223	3529.7698
"9553"	"PCGF1"	101.5532	128.4984	215.4377
"9554"	"PDSS2"	308.2437	386.7932	461.7101
"9555"	"LOC731779"	0	0	0
"9556"	"C1orf162"	135.006	63.6002	306.3191
"9557"	"ZNF483"	20.908	93.7779	72.624
"9558"	"GAS2"	51.374	33.0981	19.4746
"9559"	"TMEM60"	134.4086	231.3621	270.6157
"9560"	"VAT1L"	7.7658	10.0592	167.9684
"9561"	"UGDH"	4005.9737	2364.2411	564.7632
"9562"	"HBII-52-24"	0	0	0
"9563"	"ATG5"	628.4349	908.2502	855.6649
"9564"	"ADRA2A"	190.5615	215.7865	410.995
"9565"	"SLC24A3"	462.3656	741.1373	138.3507
"9566"	"COX7A2"	1249.1039	1067.8997	1480.4747
"9567"	"BFSP1"	51.9713	42.5083	73.8412
"9568"	"USP51"	10.1553	87.6126	88.0414
"9569"	"SLC25A5"	5600.3584	2806.8468	3355.3099
"9570"	"OLIG1"	0	5.5163	0
"9571"	"COL8A2"	204.8984	856.0071	1020.7932
"9572"	"MIPOL1"	109.319	178.47	73.8412
"9573"	"GOLGA8DP"	0	0	1.2172
"9574"	"FUBP3"	1152.9271	1382.3315	1652.906
"9575"	"ATP1B3"	6451.6129	1323.9231	1056.0909
"9576"	"C8orf56"	0.5974	0	0
"9577"	"COX18"	176.2246	398.4749	336.7481
"9578"	"EIF4H"	5847.6703	4759.3088	4953.0378
"9579"	"RIT1"	965.9498	675.9147	479.5618
"9580"	"CRYZL1"	214.0084	340.8518	339.7383
"9581"	"SLC12A1"	0	2.9204	1.2172
"9582"	"RAP2B"	4833.3333	747.9517	634.5471
"9583"	"LACRT"	0	0	0
"9584"	"SETD1B"	1129.6296	1405.0458	979.4097
"9585"	"PUS1"	649.3429	231.3621	339.5882
"9586"	"LHX9"	0	0	0
"9587"	"ZIC3"	0	0	0.8114
"9588"	"PANK2"	473.7157	407.2361	455.6243
"9589"	"KRT222"	13.7395	69.4411	56.3952
"9590"	"PRDX2"	2933.6918	2743.2465	2987.7269
"9591"	"PNO1"	1145.7587	376.085	388.6804
"9592"	"RBP5"	21.5054	87.6126	339.5882
"9593"	"TMEM206"	91.3978	103.5126	117.2533
"9594"	"KIF18B"	2.3895	17.847	90.8814
"9595"	"SNORD114-14"	0	0	0
"9596"	"PPP1R16A"	454.9343	527.2459	782.3796
"9597"	"BEND6"	43.6081	85.9901	25.9661
"9598"	"C19orf66"	556.6547	537.5582	865.5685
"9599"	"TMEM45A"	309.4385	284.2541	96.5615
"9600"	"ELL2"	5790.92	2385.6575	1402.5763
"9601"	"HIST3H2A"	7.1685	50.6206	7.303
"9602"	"TBX6"	155.914	98.9697	35.7034
"9603"	"RPL22"	7204.3011	6279.8734	7930.6218
"9604"	"LOC728323"	11.9474	76.5799	29.2119
"9605"	"LCP1"	1164.8746	7589.8434	9273.5572
"9606"	"R3HDML"	0	0	0
"9607"	"FAM165B"	146.356	279.0622	505.9337
"9608"	"RBM11"	58.5424	38.2899	101.8359
"9609"	"DEGS2"	605.7348	235.2559	124.962
"9610"	"C7orf41"	1029.8686	1519.9156	1232.1736
"9611"	"GPR89A"	470.7288	493.5507	461.3044
"9612"	"RPE65"	0.5974	44.4553	0.8114
"9613"	"BTBD17"	0	0.3245	5.6801
"9614"	"USE1"	304.0621	223.8988	357.0342
"9615"	"RAB3GAP1"	1283.7515	2227.9549	1490.212
"9616"	"DCTN1"	3085.7228	3790.0771	2917.2573
"9617"	"LOC400931"	109.319	25.3103	16.2288
"9618"	"JMJD7-PLA2G4B"	1394.8626	606.1491	834.1617
"9619"	"RAB39"	0	4.8674	7.303
"9620"	"MFSD10"	2554.9582	1016.6302	1119.3833
"9621"	"PIGU"	504.1816	450.069	435.744
"9622"	"ABCG2"	256.2724	799.8702	71.8126
"9623"	"ARNT2"	136.2007	679.4841	825.2358
"9624"	"MCF2L"	1049.1697	1227.9289	697.5636
"9625"	"ASPDH"	1.1947	0.3245	0.8114
"9626"	"RNF38"	725.8065	1529.9749	1505.2237
"9627"	"NR1I2"	1.7921	1.6225	6.8973
"9628"	"DSG2"	8711.4456	3752.3972	1739.7302
"9629"	"LETMD1"	587.8136	968.93	1385.9418
"9630"	"TMEM8A"	1755.0777	1453.395	1188.3558
"9631"	"SH2D4A"	527.4791	625.9431	388.6804
"9632"	"PPIE"	669.0562	715.1781	991.987
"9633"	"BMPER"	23.2975	74.6329	8.9259
"9634"	"LMAN2L"	231.1828	597.3878	770.0578
"9635"	"RASGEF1C"	2.9869	2.9204	43.8178
"9636"	"RCOR2"	3.5842	59.3818	4.0572
"9637"	"CLEC4GP1"	1.1947	3.5694	2.4343
"9638"	"SLC16A9"	31.0633	400.7463	612.2325
"9639"	"APOE"	846.4755	941.0238	4430.0639
"9640"	"SFMBT2"	36.4397	198.5885	170.8084
"9641"	"ABCA9"	280.1673	57.1104	132.6707
"9642"	"ZNF469"	191.1589	284.9031	94.1272
"9643"	"PIWIL3"	0	0	0
"9644"	"SMC2"	167.8614	529.2447	407.7493
"9645"	"CETN4P"	0	0.9735	3.2458
"9646"	"WDFY4"	94.3847	300.8031	1396.0848
"9647"	"PCDHA13"	1.4815	2.2714	13.4862
"9648"	"C10orf58"	5174.4325	1823.6392	1346.1812
"9649"	"C19orf33"	1987.7539	355.6745	124.2479
"9650"	"TAF4"	400.2389	411.779	329.4452
"9651"	"HDC"	302.8674	76.2554	2.84
"9652"	"FURIN"	3692.951	3791.6768	2812.0499
"9653"	"IL1R1"	5582.4373	5954.0845	1539.3042
"9654"	"FLJ33360"	1.7921	4.8674	2.0286
"9655"	"ZNF711"	388.2915	164.1924	182.5743
"9656"	"CDKN3"	11.3501	14.2776	56.8009
"9657"	"WDR87"	0	0.9735	9.7373
"9658"	"KCNA1"	0.5974	0.649	48.2808
"9659"	"CDH22"	0	52.5675	58.4238
"9660"	"RHCG"	28.0765	46.0777	0
"9661"	"CCL14-CCL15"	110.1493	0	0
"9662"	"OTOA"	2.9869	4.8674	6.8973
"9663"	"IDH2"	1298.6858	2373.6513	1217.9734
"9664"	"ZYG11B"	456.9892	1516.9952	1103.9659
"9665"	"PID1"	454.5998	624.9696	96.9672
"9666"	"REXO1L1"	0	0	0
"9667"	"GPD2"	2023.8949	1412.5091	781.418
"9668"	"IL1RAPL2"	4.779	4.5429	0.4057
"9669"	"VDAC3"	1284.9462	1155.5123	1648.0373
"9670"	"KPTN"	149.3429	101.5657	107.1103
"9671"	"NCRNA00152"	130.227	43.1573	171.2141
"9672"	"DDX3Y"	4495.8184	2047.8624	0.4057
"9673"	"DNMT3L"	0	0.3245	0.4057
"9674"	"CUL4A"	1602.7479	1799.9513	1563.2417
"9675"	"LRRC50"	0	2.2714	76.6812
"9676"	"RFPL1S"	1.1947	52.587	6.2238
"9677"	"GDA"	808.8411	69.1166	0
"9678"	"PBOV1"	0	0.649	0
"9679"	"GRAMD1B"	10.1553	17.198	144.4366
"9680"	"FMO4"	61.5293	108.38	125.7734
"9681"	"ZNF721"	504.7252	404.6954	605.8383
"9682"	"ZNF234"	132.0191	186.9068	174.8656
"9683"	"GALR3"	0	0	0.8114
"9684"	"PCDHGA11"	10.8901	31.8942	30.6116
"9685"	"MYST1"	452.2103	562.6673	951.415
"9686"	"RBBP5"	388.8889	602.5797	486.8648
"9687"	"CHD1L"	456.3919	618.1553	383.8117
"9688"	"PLA2G5"	4.779	122.9821	40.9778
"9689"	"UNC93B1"	1243.1302	810.5784	912.06
"9690"	"C7orf57"	0	0.3245	4.4629
"9691"	"TFAM"	491.0394	541.5754	521.351
"9692"	"FBXL17"	624.8507	806.6845	869.8651
"9693"	"FAM65B"	58.5424	464.3466	1381.4789
"9694"	"ANKRA2"	185.1852	401.7198	476.7218
"9695"	"GBP6"	32.8554	7.1388	80.7384
"9696"	"SLAIN1"	69.2951	159.974	268.9928
"9697"	"BTN3A1"	584.2294	861.5235	1363.6271
"9698"	"LUZP2"	122.4612	549.0387	0.4057
"9699"	"SNORD88C"	0	0	0
"9700"	"CCNL1"	5353.644	1157.7837	2409.575
"9701"	"FLJ37201"	1.1947	6.1653	18.2574
"9702"	"CACNG3"	0	0	0
"9703"	"FOXO3"	1677.4194	2802.9529	1707.2725
"9704"	"CLEC2L"	1.7921	0.3245	5.2744
"9705"	"TEX12"	1.1947	0.3245	1.6229
"9706"	"WBP2"	3361.4098	3077.1477	3483.9233
"9707"	"LOC554202"	476.7025	30.8266	56.8009
"9708"	"EPR1"	6.147	26.8873	112.5875
"9709"	"PGM5"	729.3907	5694.4918	407.7493
"9710"	"MGC16703"	3.0466	14.8195	8.3213
"9711"	"DLX2"	1.1947	0.9735	6.8973
"9712"	"FRG2"	0	0	0
"9713"	"TOMM20"	5507.7658	4995.5382	5570.9504
"9714"	"PLD5"	0.5974	18.8205	6.4915
"9715"	"ZFP14"	38.2318	317.0277	331.4738
"9716"	"PCP4"	46.595	696.6821	1439.0912
"9717"	"KIAA0040"	1838.1123	1103.2692	1285.7288
"9718"	"UBE2Z"	2993.4289	2473.2701	2837.2046
"9719"	"FASTKD3"	74.6714	119.4127	137.5393
"9720"	"CCDC81"	21.5054	26.6083	27.1833
"9721"	"TAPBP"	4534.0502	4068.1431	5308.8549
"9722"	"DKFZp779M0652"	5.3763	2.9204	5.6801
"9723"	"CXCL5"	2.3895	103.8371	0.8114
"9724"	"KLK7"	0	9.0857	2.4343
"9725"	"SCN4A"	2.3895	5.8408	181.7629
"9726"	"OR4C12"	0	0	0
"9727"	"TRIM23"	99.7611	474.0813	366.3658
"9728"	"CRYGD"	0.5974	2.2714	0
"9729"	"NUDT13"	23.8949	41.8593	35.2977
"9730"	"C17orf46"	0.5974	3.2449	5.2744
"9731"	"KRR1"	1079.1159	881.1974	645.5421
"9732"	"GPRIN2"	23.2975	209.2967	323.7651
"9733"	"RCAN2"	1169.0562	1037.0731	624.8098
"9734"	"GAPVD1"	972.5209	1192.5043	1054.468
"9735"	"NFKBIA"	9752.6882	2570.9418	3955.3707
"9736"	"MREG"	167.264	124.28	253.5511
"9737"	"MINA"	637.3118	690.507	1774.7317
"9738"	"WNT6"	2.3895	31.4756	8.5201
"9739"	"CCNB3"	17.9211	13.3041	8.9259
"9740"	"LAMP1"	7770.0119	6516.7518	7212.0905
"9741"	"GOLGA8F"	0	0	0.4057
"9742"	"SNORA36A"	0	0	0
"9743"	"ARL13B"	307.049	263.1622	375.2916
"9744"	"C1R"	6000.5974	8013.6286	4199.2088
"9745"	"ADAMTS5"	262.8435	457.8567	273.05
"9746"	"TDP2"	514.3369	1309.321	657.6732
"9747"	"ACAP3"	1528.6738	577.9703	523.4851
"9748"	"HDGF"	6114.6953	2962.2779	4374.8859
"9749"	"SERPINA11"	0	19.7939	0
"9750"	"SLC4A5"	122.1625	96.3511	965.8951
"9751"	"OMP"	0	0.3245	0
"9752"	"RGS22"	13.7395	54.839	4.8686
"9753"	"MMP7"	621.8638	2189.9895	21.9089
"9754"	"GRAP2"	43.0108	58.4084	191.0944
"9755"	"ATP1A1"	20078.2198	18096.1889	28718.8356
"9756"	"CCNT2"	1187.5747	905.3298	879.6024
"9757"	"MRPL23"	440.8602	397.1769	830.1045
"9758"	"MED30"	167.264	157.7026	322.9536
"9759"	"C21orf33"	992.8315	1537.7626	2162.0854
"9760"	"LOC200726"	0	0	0
"9761"	"PDE6B"	40.0239	73.0105	289.6846
"9762"	"RAB17"	132.6165	193.3966	752.2061
"9763"	"SLC7A4"	176.2246	119.0882	2.4343
"9764"	"ELOVL4"	23.8949	73.335	18.2574
"9765"	"PLLP"	245.5197	487.7099	304.2905
"9766"	"SLC45A4"	454.0024	753.7925	554.6201
"9767"	"ELTD1"	455.7945	713.8801	349.3255
"9768"	"KIAA1033"	682.1983	1432.9521	1224.465
"9769"	"OR5K1"	0	0	0.8114
"9770"	"PAFAH1B1"	3609.319	3469.1328	3074.1455
"9771"	"PRF1"	320.7885	137.9087	548.5343
"9772"	"KIAA1712"	219.3847	382.2211	414.8372
"9773"	"ATL2"	831.5412	1464.4277	2179.5314
"9774"	"COX4NB"	507.1685	310.8623	412.6179
"9775"	"OR4A47"	0	0	0
"9776"	"NHLRC2"	97.3716	363.7544	144.0308
"9777"	"OR51I1"	0	0	0
"9778"	"SLC2A9"	404.4205	217.7334	75.8698
"9779"	"MGAT4B"	1894.8626	1129.8775	1697.0687
"9780"	"HSFY2"	3.5842	0.649	0
"9781"	"PYCARD"	311.2306	332.6032	356.2227
"9782"	"SENP3"	1139.7312	888.6542	955.4519
"9783"	"TBXA2R"	14.9343	66.1962	43.8178
"9784"	"FAM46C"	737.7539	1223.6554	3419.8195
"9785"	"NAV1"	336.3202	941.6728	630.8956
"9786"	"ANK3"	961.1708	1895.3517	1984.3798
"9787"	"ZER1"	1352.4492	2078.3646	1768.1306
"9788"	"MGAT3"	45.9976	166.7884	236.5351
"9789"	"POLD4"	1090.8005	944.9177	1648.8488
"9790"	"GFOD2"	784.9462	704.4699	548.5343
"9791"	"LRP10"	7045.9976	5921.3109	3544.7814
"9792"	"FEM1A"	977.2999	1159.4062	714.4741
"9793"	"ZNF600"	238.3513	135.3127	215.4377
"9794"	"LRTM1"	0.5974	0.3245	0
"9795"	"SEZ6L"	23.2975	26.9327	1.6229
"9796"	"C5orf36"	22.7001	71.388	75.8698
"9797"	"GATAD2B"	413.3811	895.595	927.0717
"9798"	"TP53AIP1"	3.5842	12.0062	0.4057
"9799"	"GHR"	164.8746	668.7759	126.1791
"9800"	"FPGT"	209.3429	459.9659	378.2128
"9801"	"ASB2"	138.5902	559.4224	248.7068
"9802"	"SLC27A4"	1278.3751	421.5138	511.6138
"9803"	"METTL13"	375.1493	718.423	656.8618
"9804"	"SCARNA14"	0	0	0
"9805"	"FBXO27"	349.4624	185.2843	115.2247
"9806"	"LZIC"	187.5747	420.2158	273.4557
"9807"	"TMEM84"	0.5974	0.9735	1.2172
"9808"	"LRRK1"	408.6022	1016.3057	657.6732
"9809"	"FBXW4"	1127.8375	1406.0193	1684.9579
"9810"	"ZNF182"	81.8399	172.1717	318.0039
"9811"	"SUPT4H1"	649.313	902.643	1332.9831
"9812"	"NUDT11"	93.19	216.111	17.8517
"9813"	"PRRT1"	74.0741	89.235	26.0757
"9814"	"RWDD4A"	310.0358	440.0097	513.6424
"9815"	"HIF1A"	9617.0848	3106.3519	3623.8969
"9816"	"GTF2F2"	309.4385	305.995	442.6412
"9817"	"DNAH8"	0.5974	74.6329	21.5032
"9818"	"SPAG16"	634.4086	375.436	484.4305
"9819"	"SLC25A35"	112.3178	100.4202	123.4649
"9820"	"SMAD4"	1060.3345	2734.3328	2139.9087
"9821"	"NCF1C"	8.9606	27.2572	245.0553
"9822"	"PIK3R2"	1378.7873	1464.869	886.4996
"9823"	"POLG"	1629.5161	851.182	1084.9985
"9824"	"BACE2"	679.2115	2713.7179	647.1245
"9825"	"VIP"	0.5974	1.298	7.303
"9826"	"NCRNA00174"	155.914	101.2412	285.6273
"9827"	"GPATCH4"	675.6272	504.2589	427.6296
"9828"	"RAD51L3"	49.5818	169.3843	179.3285
"9829"	"LMOD2"	0.5974	0.649	0.4057
"9830"	"CXorf40B"	679.8088	301.1276	440.2069
"9831"	"ZCCHC7"	136.7981	424.1097	621.5641
"9832"	"DEFB110"	0	0.3245	0
"9833"	"ATP6V1H"	909.7969	1071.7936	1479.2575
"9834"	"FUT10"	58.5424	196.317	131.4535
"9835"	"ARRB1"	166.6667	934.8584	228.4207
"9836"	"CUL5"	728.1959	1256.1045	1018.3589
"9837"	"FAM76B"	243.7276	298.5317	574.0947
"9838"	"SNORD97"	0	0.3245	0
"9839"	"SPDYE5"	9.5579	7.4633	11.7659
"9840"	"SLC44A4"	2775.3883	8653.2003	30.429
"9841"	"BAX"	605.7348	519.8345	675.9306
"9842"	"CCDC159"	221.0275	245.3152	348.514
"9843"	"PTER"	506.5711	561.3694	395.5776
"9844"	"PTCRA"	0	0.3245	4.4629
"9845"	"CAMTA2"	1087.8136	1354.1008	1221.6249
"9846"	"WNT5B"	189.9642	1406.0193	100.6187
"9847"	"EMB"	330.3465	1119.4938	2650.5731
"9848"	"MARK1"	543.0108	230.7131	210.1633
"9849"	"ANAPC5"	2150.5376	1948.8927	2502.485
"9850"	"AP3D1"	3415.7706	3334.7935	3163.8097
"9851"	"C14orf39"	0	2.5959	0.8114
"9852"	"HMCN1"	26.2843	480.5711	244.2438
"9853"	"HS3ST6"	70.4898	45.7532	0.8114
"9854"	"HOXA6"	14.319	50.7179	1.6229
"9855"	"GLI4"	75.0597	146.9522	209.4005
"9856"	"C5orf13"	332.1386	728.8067	587.0778
"9857"	"OR10S1"	0	0	0
"9858"	"ASCL2"	29.2712	64.2492	51.9322
"9859"	"ROR1"	60.9319	207.6742	17.8517
"9860"	"HGC6.3"	0	0	0
"9861"	"TROVE2"	841.3441	1349.798	920.0243
"9862"	"CHAC1"	8.3632	66.5206	79.1155
"9863"	"PLP2"	3124.2533	1284.0107	1056.9023
"9864"	"PAPL"	7.7658	8.4368	0.8114
"9865"	"DNAJC2"	1140.2091	471.8877	618.1033
"9866"	"PYHIN1"	31.0633	23.0389	359.4685
"9867"	"BMF"	65.1135	481.5446	1456.5372
"9868"	"CHRNA3"	9.5579	3.5694	7.303
"9869"	"GPR125"	551.9713	1076.3365	1899.1784
"9870"	"ZNF167"	20.908	111.6249	96.1558
"9871"	"SNHG10"	133.8112	46.4022	153.7681
"9872"	"FAM83E"	41.2186	191.4497	0.4057
"9873"	"SPEG"	119.4743	1163.9491	64.1039
"9874"	"RAB8A"	1739.3728	1396.6058	1585.1506
"9875"	"MARVELD3"	233.8949	257.4544	178.4765
"9876"	"TIA1"	1283.1541	1201.59	1865.5036
"9877"	"HEPACAM2"	8.9606	70.739	0.8114
"9878"	"BIRC2"	1752.6882	1358.9681	1343.7468
"9879"	"EEF1D"	9191.7563	6640.0584	9539.3042
"9880"	"PDZK1P1"	2.9869	4.5429	6.8973
"9881"	"ABHD8"	96.1768	316.3787	454.4071
"9882"	"GPR156"	0	7.1388	0
"9883"	"FAM138D"	0	0	0
"9884"	"COL4A3"	51.374	99.9432	1222.0306
"9885"	"P2RY12"	14.9343	54.5145	41.7892
"9886"	"ATIC"	973.1183	959.5198	1002.9415
"9887"	"OBFC2A"	1477.8973	214.813	388.2747
"9888"	"HIST1H3A"	0	0.3245	0.8114
"9889"	"DHRS7C"	0	0.649	0
"9890"	"SLITRK4"	4.779	15.2511	9.7373
"9891"	"ATPIF1"	970.7288	1151.2939	2418.5009
"9892"	"GLDN"	285.5436	162.8945	11.3602
"9893"	"CG030"	29.8686	17.198	55.178
"9894"	"MANF"	721.6249	915.0645	1793.2853
"9895"	"POP4"	337.5149	391.3361	636.17
"9896"	"LGALS13"	0	0	0
"9897"	"NDUFV2"	1309.4385	964.7116	1144.538
"9898"	"HRC"	35.2449	21.0919	27.9947
"9899"	"GLCCI1"	193.5484	339.4175	2104.4731
"9900"	"C1GALT1C1"	449.2234	513.3447	556.243
"9901"	"PABPC1L"	354.2413	130.7699	472.2588
"9902"	"ENOX1"	24.4922	97.3473	30.0233
"9903"	"ZIC5"	0	0.649	0
"9904"	"C13orf30"	1.1947	1.298	17.0403
"9905"	"C17orf78"	0.5974	0	0
"9906"	"PIPOX"	7.7658	70.09	15.4174
"9907"	"AP3S1"	742.5329	721.3434	960.7465
"9908"	"PDZRN3"	526.2843	1858.6842	67.3496
"9909"	"ZBTB39"	133.8112	281.9826	182.5743
"9910"	"C8A"	0	0	0
"9911"	"ZNF260"	342.2939	543.1979	486.4591
"9912"	"ZNF24"	1716.8459	2778.9405	2257.4298
"9913"	"MMD2"	0	0.3245	0
"9914"	"OR9G9"	0	0	0
"9915"	"HUNK"	129.0323	146.3454	51.9322
"9916"	"SLC38A9"	121.2664	160.2985	181.7629
"9917"	"FBXL3"	882.3178	1911.5762	2100.8216
"9918"	"CLEC7A"	85.4241	147.9679	183.3857
"9919"	"FUNDC2P2"	0	1.298	1.6229
"9920"	"MCC"	1256.8698	1990.103	313.6221
"9921"	"TTC7B"	654.7192	469.5384	381.3774
"9922"	"C1orf14"	0	0	0.8114
"9923"	"TUSC3"	1375.7467	1044.8609	115.6304
"9924"	"TOP1MT"	851.2545	535.4101	725.8343
"9925"	"EBF1"	212.0669	263.1622	320.925
"9926"	"PTHLH"	433.0944	51.5941	31.6462
"9927"	"C3orf21"	118.8769	232.66	222.7406
"9928"	"SLC43A2"	698.3274	685.0004	932.7518
"9929"	"KLF7"	60.9319	192.0986	76.2755
"9930"	"RINT1"	427.9152	344.1811	382.976
"9931"	"VPS18"	597.9689	869.6358	763.972
"9932"	"SEMA3A"	51.9713	183.0129	105.8931
"9933"	"COL13A1"	290.3226	101.8902	17.0403
"9934"	"EVC2"	133.2139	246.2886	225.5807
